Go Id,contig
GO:0003676,"vpl_contig_23800
"
GO:0003676,"vpl_contig_24679
"
GO:0003676,"vpl_contig_24745
"
GO:0003676,"vpl_contig_25469
"
GO:0003676,"vpl_contig_25644
"
GO:0003676,"vpl_contig_25850
"
GO:0003676,"vpl_contig_26282
"
GO:0003676,"vpl_contig_28113
"
GO:0003676,"vpl_contig_28239
"
GO:0003676,"vpl_contig_28245
"
GO:0003676,"vpl_contig_28342
"
GO:0003676,"vpl_contig_31017
"
GO:0003676,"vpl_contig_31055
"
GO:0003676,"vpl_contig_31520
"
GO:0003676,"vpl_contig_31917
"
GO:0003676,"vpl_contig_32105
"
GO:0003676,"vpl_contig_32465
"
GO:0003676,"vpl_contig_32605
"
GO:0003676,"vpl_contig_32895
"
GO:0003676,"vpl_contig_32920
"
GO:0003676,"vpl_contig_33011
"
GO:0003676,"vpl_contig_33957
"
GO:0003676,"vpl_contig_34080
"
GO:0003676,"vpl_contig_3579
"
GO:0003676,"vpl_contig_36529
"
GO:0003676,"vpl_contig_367
"
GO:0003676,"vpl_contig_37437
"
GO:0003676,"vpl_contig_40201
"
GO:0003676,"vpl_contig_40521
"
GO:0003676,"vpl_contig_4071
"
GO:0003676,"vpl_contig_40909
"
GO:0003676,"vpl_contig_41056
"
GO:0003676,"vpl_contig_41378
"
GO:0003676,"vpl_contig_41990
"
GO:0003676,"vpl_contig_42877
"
GO:0003676,"vpl_contig_43141
"
GO:0003676,"vpl_contig_43490
"
GO:0003676,"vpl_contig_44092
"
GO:0003676,"vpl_contig_44411
"
GO:0003676,"vpl_contig_44469
"
GO:0003676,"vpl_contig_44733
"
GO:0003676,"vpl_contig_44941
"
GO:0003676,"vpl_contig_45765
"
GO:0003676,"vpl_contig_45899
"
GO:0003676,"vpl_contig_46057
"
GO:0003676,"vpl_contig_46347
"
GO:0003676,"vpl_contig_46932
"
GO:0003676,"vpl_contig_47563
"
GO:0003676,"vpl_contig_48700
"
GO:0003676,"vpl_contig_49279
"
GO:0003676,"vpl_contig_49312
"
GO:0003676,"vpl_contig_50107
"
GO:0003676,"vpl_contig_50147
"
GO:0003676,"vpl_contig_51822
"
GO:0003676,"vpl_contig_52272
"
GO:0003676,"vpl_contig_52784
"
GO:0003676,"vpl_contig_53361
"
GO:0003676,"vpl_contig_53473
"
GO:0003676,"vpl_contig_54118
"
GO:0003676,"vpl_contig_54525
"
GO:0003676,"vpl_contig_54949
"
GO:0003676,"vpl_contig_55387
"
GO:0003676,"vpl_contig_55722
"
GO:0003676,"vpl_contig_55869
"
GO:0003676,"vpl_contig_57479
"
GO:0003676,"vpl_contig_58761
"
GO:0003676,"vpl_contig_58790
"
GO:0003676,"vpl_contig_59364
"
GO:0003676,"vpl_contig_59677
"
GO:0003676,"vpl_contig_59986
"
GO:0003676,"vpl_contig_60982
"
GO:0003676,"vpl_contig_63354
"
GO:0003676,"vpl_contig_63530
"
GO:0003676,"vpl_contig_64004
"
GO:0003676,"vpl_contig_65028
"
GO:0003676,"vpl_contig_65291
"
GO:0003676,"vpl_contig_65975
"
GO:0003676,"vpl_contig_66225
"
GO:0003676,"vpl_contig_67601
"
GO:0003676,"vpl_contig_68510
"
GO:0003676,"vpl_contig_69257
"
GO:0003676,"vpl_contig_71616
"
GO:0003676,"vpl_contig_72812
"
GO:0003676,"vpl_contig_73746
"
GO:0003676,"vpl_contig_73922
"
GO:0003676,"vpl_contig_7455
"
GO:0003676,"vpl_contig_75600
"
GO:0003676,"vpl_contig_76846
"
GO:0003676,"vpl_contig_76915
"
GO:0003676,"vpl_contig_77509
"
GO:0003676,"vpl_contig_7796
"
GO:0003676,"vpl_contig_78187
"
GO:0003676,"vpl_contig_78745
"
GO:0003676,"vpl_contig_78809
"
GO:0003676,"vpl_contig_79412
"
GO:0003676,"vpl_contig_81448
"
GO:0003676,"vpl_contig_82000
"
GO:0003676,"vpl_contig_82457
"
GO:0003676,"vpl_contig_83127
"
GO:0003676,"vpl_contig_84189
"
GO:0003676,"vpl_contig_87310
"
GO:0003676,"vpl_contig_87678
"
GO:0003676,"vpl_contig_88490
"
GO:0003676,"vpl_contig_89515
"
GO:0003676,"vpl_contig_90006
"
GO:0003676,"vpl_contig_90206
"
GO:0003676,"vpl_contig_90672
"
GO:0003676,"vpl_contig_90911
"
GO:0003676,"vpl_contig_91140
"
GO:0003677,"vpl_contig_100003
"
GO:0003677,"vpl_contig_102605
"
GO:0003677,"vpl_contig_11058
"
GO:0003677,"vpl_contig_11177
"
GO:0003677,"vpl_contig_111978
"
GO:0003677,"vpl_contig_114072
"
GO:0003677,"vpl_contig_12318
"
GO:0003677,"vpl_contig_12428
"
GO:0003677,"vpl_contig_13012
"
GO:0003677,"vpl_contig_13188
"
GO:0003677,"vpl_contig_13745
"
GO:0003677,"vpl_contig_13778
"
GO:0003677,"vpl_contig_13779
"
GO:0003677,"vpl_contig_14164
"
GO:0003677,"vpl_contig_14816
"
GO:0003677,"vpl_contig_15204
"
GO:0003677,"vpl_contig_17277
"
GO:0003677,"vpl_contig_19649
"
GO:0003677,"vpl_contig_20803
"
GO:0003677,"vpl_contig_21668
"
GO:0003677,"vpl_contig_21669
"
GO:0003677,"vpl_contig_21744
"
GO:0003677,"vpl_contig_21854
"
GO:0003677,"vpl_contig_22099
"
GO:0003677,"vpl_contig_23171
"
GO:0003677,"vpl_contig_23298
"
GO:0003677,"vpl_contig_23825
"
GO:0003677,"vpl_contig_24369
"
GO:0003677,"vpl_contig_24745
"
GO:0003677,"vpl_contig_25756
"
GO:0003677,"vpl_contig_25880
"
GO:0003677,"vpl_contig_2764
"
GO:0003677,"vpl_contig_28265
"
GO:0003677,"vpl_contig_28285
"
GO:0003677,"vpl_contig_29360
"
GO:0003677,"vpl_contig_29729
"
GO:0003677,"vpl_contig_29838
"
GO:0003677,"vpl_contig_30428
"
GO:0003677,"vpl_contig_30759
"
GO:0003677,"vpl_contig_32005
"
GO:0003677,"vpl_contig_32125
"
GO:0003677,"vpl_contig_32854
"
GO:0003677,"vpl_contig_32945
"
GO:0003677,"vpl_contig_33116
"
GO:0003677,"vpl_contig_3455
"
GO:0003677,"vpl_contig_34841
"
GO:0003677,"vpl_contig_37554
"
GO:0003677,"vpl_contig_40632
"
GO:0003677,"vpl_contig_40639
"
GO:0003677,"vpl_contig_4071
"
GO:0003677,"vpl_contig_41250
"
GO:0003677,"vpl_contig_44887
"
GO:0003677,"vpl_contig_44941
"
GO:0003677,"vpl_contig_45354
"
GO:0003677,"vpl_contig_45407
"
GO:0003677,"vpl_contig_46347
"
GO:0003677,"vpl_contig_47587
"
GO:0003677,"vpl_contig_51673
"
GO:0003677,"vpl_contig_55387
"
GO:0003677,"vpl_contig_5549
"
GO:0003677,"vpl_contig_5550
"
GO:0003677,"vpl_contig_57143
"
GO:0003677,"vpl_contig_57347
"
GO:0003677,"vpl_contig_57464
"
GO:0003677,"vpl_contig_58211
"
GO:0003677,"vpl_contig_60535
"
GO:0003677,"vpl_contig_60855
"
GO:0003677,"vpl_contig_63092
"
GO:0003677,"vpl_contig_63265
"
GO:0003677,"vpl_contig_63448
"
GO:0003677,"vpl_contig_63714
"
GO:0003677,"vpl_contig_64292
"
GO:0003677,"vpl_contig_64293
"
GO:0003677,"vpl_contig_65574
"
GO:0003677,"vpl_contig_68820
"
GO:0003677,"vpl_contig_68999
"
GO:0003677,"vpl_contig_71302
"
GO:0003677,"vpl_contig_74666
"
GO:0003677,"vpl_contig_75722
"
GO:0003677,"vpl_contig_76571
"
GO:0003677,"vpl_contig_7766
"
GO:0003677,"vpl_contig_7865
"
GO:0003677,"vpl_contig_790
"
GO:0003677,"vpl_contig_79300
"
GO:0003677,"vpl_contig_80095
"
GO:0003677,"vpl_contig_81259
"
GO:0003677,"vpl_contig_86844
"
GO:0003677,"vpl_contig_8855
"
GO:0003677,"vpl_contig_90486
"
GO:0003677,"vpl_contig_91167
"
GO:0003677,"vpl_contig_91411
"
GO:0003677,"vpl_contig_91662
"
GO:0003677,"vpl_contig_9521
"
GO:0003677,"vpl_contig_96532
"
GO:0003678,"vpl_contig_28253
"
GO:0003678,"vpl_contig_95742
"
GO:0003682,"vpl_contig_15877
"
GO:0003682,"vpl_contig_27201
"
GO:0003682,"vpl_contig_36707
"
GO:0003682,"vpl_contig_7598
"
GO:0003684,"vpl_contig_29879
"
GO:0003684,"vpl_contig_63448
"
GO:0003690,"vpl_contig_29040
"
GO:0003690,"vpl_contig_517
"
GO:0003691,"vpl_contig_39918
"
GO:0003697,"vpl_contig_29040
"
GO:0003697,"vpl_contig_517
"
GO:0003700,"vpl_contig_102605
"
GO:0003700,"vpl_contig_110925
"
GO:0003700,"vpl_contig_114072
"
GO:0003700,"vpl_contig_115040
"
GO:0003700,"vpl_contig_13745
"
GO:0003700,"vpl_contig_19368
"
GO:0003700,"vpl_contig_21253
"
GO:0003700,"vpl_contig_23825
"
GO:0003700,"vpl_contig_24614
"
GO:0003700,"vpl_contig_2764
"
GO:0003700,"vpl_contig_28265
"
GO:0003700,"vpl_contig_29395
"
GO:0003700,"vpl_contig_29729
"
GO:0003700,"vpl_contig_29948
"
GO:0003700,"vpl_contig_31058
"
GO:0003700,"vpl_contig_32217
"
GO:0003700,"vpl_contig_32945
"
GO:0003700,"vpl_contig_36259
"
GO:0003700,"vpl_contig_38598
"
GO:0003700,"vpl_contig_45407
"
GO:0003700,"vpl_contig_45887
"
GO:0003700,"vpl_contig_47587
"
GO:0003700,"vpl_contig_52072
"
GO:0003700,"vpl_contig_53695
"
GO:0003700,"vpl_contig_5533
"
GO:0003700,"vpl_contig_55795
"
GO:0003700,"vpl_contig_56355
"
GO:0003700,"vpl_contig_57982
"
GO:0003700,"vpl_contig_58161
"
GO:0003700,"vpl_contig_58207
"
GO:0003700,"vpl_contig_58211
"
GO:0003700,"vpl_contig_60535
"
GO:0003700,"vpl_contig_60855
"
GO:0003700,"vpl_contig_63448
"
GO:0003700,"vpl_contig_63714
"
GO:0003700,"vpl_contig_64292
"
GO:0003700,"vpl_contig_64293
"
GO:0003700,"vpl_contig_66238
"
GO:0003700,"vpl_contig_6967
"
GO:0003700,"vpl_contig_74792
"
GO:0003700,"vpl_contig_75722
"
GO:0003700,"vpl_contig_7865
"
GO:0003700,"vpl_contig_79300
"
GO:0003700,"vpl_contig_88265
"
GO:0003700,"vpl_contig_90486
"
GO:0003700,"vpl_contig_91167
"
GO:0003700,"vpl_contig_91662
"
GO:0003700,"vpl_contig_9516
"
GO:0003723,"vpl_contig_111978
"
GO:0003723,"vpl_contig_13778
"
GO:0003723,"vpl_contig_13779
"
GO:0003723,"vpl_contig_16103
"
GO:0003723,"vpl_contig_19072
"
GO:0003723,"vpl_contig_21668
"
GO:0003723,"vpl_contig_21669
"
GO:0003723,"vpl_contig_21744
"
GO:0003723,"vpl_contig_23171
"
GO:0003723,"vpl_contig_26900
"
GO:0003723,"vpl_contig_28364
"
GO:0003723,"vpl_contig_33658
"
GO:0003723,"vpl_contig_36177
"
GO:0003723,"vpl_contig_40002
"
GO:0003723,"vpl_contig_44318
"
GO:0003723,"vpl_contig_45354
"
GO:0003723,"vpl_contig_51449
"
GO:0003723,"vpl_contig_58842
"
GO:0003723,"vpl_contig_66128
"
GO:0003723,"vpl_contig_71302
"
GO:0003723,"vpl_contig_71616
"
GO:0003723,"vpl_contig_7455
"
GO:0003723,"vpl_contig_75232
"
GO:0003723,"vpl_contig_84930
"
GO:0003723,"vpl_contig_96532
"
GO:0003724,"vpl_contig_14095
"
GO:0003729,"vpl_contig_517
"
GO:0003735,"vpl_contig_13546
"
GO:0003735,"vpl_contig_13654
"
GO:0003735,"vpl_contig_13751
"
GO:0003735,"vpl_contig_19340
"
GO:0003735,"vpl_contig_19424
"
GO:0003735,"vpl_contig_2072
"
GO:0003735,"vpl_contig_26920
"
GO:0003735,"vpl_contig_41450
"
GO:0003735,"vpl_contig_53979
"
GO:0003735,"vpl_contig_57264
"
GO:0003735,"vpl_contig_68100
"
GO:0003743,"vpl_contig_10958
"
GO:0003743,"vpl_contig_10959
"
GO:0003743,"vpl_contig_27974
"
GO:0003743,"vpl_contig_44588
"
GO:0003743,"vpl_contig_55080
"
GO:0003743,"vpl_contig_66169
"
GO:0003743,"vpl_contig_77482
"
GO:0003746,"vpl_contig_12927
"
GO:0003746,"vpl_contig_32240
"
GO:0003746,"vpl_contig_34156
"
GO:0003746,"vpl_contig_55023
"
GO:0003824,"vpl_contig_12879
"
GO:0003824,"vpl_contig_137694
"
GO:0003824,"vpl_contig_18189
"
GO:0003824,"vpl_contig_19375
"
GO:0003824,"vpl_contig_2494
"
GO:0003824,"vpl_contig_26428
"
GO:0003824,"vpl_contig_28117
"
GO:0003824,"vpl_contig_29243
"
GO:0003824,"vpl_contig_30486
"
GO:0003824,"vpl_contig_38659
"
GO:0003824,"vpl_contig_46932
"
GO:0003824,"vpl_contig_48351
"
GO:0003824,"vpl_contig_49042
"
GO:0003824,"vpl_contig_55210
"
GO:0003824,"vpl_contig_55683
"
GO:0003824,"vpl_contig_55837
"
GO:0003824,"vpl_contig_56207
"
GO:0003824,"vpl_contig_57942
"
GO:0003824,"vpl_contig_62628
"
GO:0003824,"vpl_contig_63038
"
GO:0003824,"vpl_contig_63736
"
GO:0003824,"vpl_contig_73922
"
GO:0003824,"vpl_contig_74527
"
GO:0003824,"vpl_contig_86225
"
GO:0003824,"vpl_contig_86842
"
GO:0003825,"vpl_contig_86878
"
GO:0003834,"vpl_contig_36440
"
GO:0003841,"vpl_contig_45943
"
GO:0003854,"vpl_contig_44202
"
GO:0003860,"vpl_contig_40916
"
GO:0003860,"vpl_contig_59034
"
GO:0003871,"vpl_contig_2264
"
GO:0003871,"vpl_contig_2265
"
GO:0003876,"vpl_contig_75861
"
GO:0003887,"vpl_contig_24745
"
GO:0003899,"vpl_contig_11023
"
GO:0003906,"vpl_contig_29879
"
GO:0003906,"vpl_contig_63448
"
GO:0003919,"vpl_contig_55633
"
GO:0003924,"vpl_contig_4962
"
GO:0003942,"vpl_contig_28661
"
GO:0003942,"vpl_contig_38853
"
GO:0003951,"vpl_contig_63557
"
GO:0003962,"vpl_contig_25889
"
GO:0003962,"vpl_contig_42462
"
GO:0003964,"vpl_contig_10050
"
GO:0003964,"vpl_contig_111978
"
GO:0003964,"vpl_contig_116686
"
GO:0003964,"vpl_contig_12318
"
GO:0003964,"vpl_contig_12488
"
GO:0003964,"vpl_contig_132961
"
GO:0003964,"vpl_contig_13343
"
GO:0003964,"vpl_contig_16436
"
GO:0003964,"vpl_contig_18270
"
GO:0003964,"vpl_contig_21744
"
GO:0003964,"vpl_contig_23171
"
GO:0003964,"vpl_contig_23680
"
GO:0003964,"vpl_contig_29986
"
GO:0003964,"vpl_contig_3693
"
GO:0003964,"vpl_contig_38071
"
GO:0003964,"vpl_contig_40909
"
GO:0003964,"vpl_contig_42379
"
GO:0003964,"vpl_contig_45146
"
GO:0003964,"vpl_contig_47751
"
GO:0003964,"vpl_contig_48676
"
GO:0003964,"vpl_contig_49705
"
GO:0003964,"vpl_contig_51955
"
GO:0003964,"vpl_contig_52642
"
GO:0003964,"vpl_contig_52896
"
GO:0003964,"vpl_contig_53899
"
GO:0003964,"vpl_contig_57941
"
GO:0003964,"vpl_contig_60723
"
GO:0003964,"vpl_contig_60982
"
GO:0003964,"vpl_contig_61996
"
GO:0003964,"vpl_contig_65383
"
GO:0003964,"vpl_contig_69991
"
GO:0003964,"vpl_contig_70516
"
GO:0003964,"vpl_contig_71302
"
GO:0003964,"vpl_contig_72543
"
GO:0003964,"vpl_contig_7455
"
GO:0003964,"vpl_contig_75756
"
GO:0003964,"vpl_contig_78809
"
GO:0003964,"vpl_contig_84189
"
GO:0003964,"vpl_contig_88908
"
GO:0003964,"vpl_contig_92388
"
GO:0003964,"vpl_contig_94850
"
GO:0003964,"vpl_contig_96276
"
GO:0003964,"vpl_contig_96318
"
GO:0003964,"vpl_contig_97638
"
GO:0003978,"vpl_contig_16865
"
GO:0003983,"vpl_contig_45300
"
GO:0003988,"vpl_contig_6747
"
GO:0003993,"vpl_contig_24782
"
GO:0003993,"vpl_contig_75960
"
GO:0003997,"vpl_contig_13454
"
GO:0004001,"vpl_contig_18791
"
GO:0004004,"vpl_contig_18116
"
GO:0004004,"vpl_contig_43214
"
GO:0004004,"vpl_contig_47231
"
GO:0004004,"vpl_contig_7073
"
GO:0004004,"vpl_contig_8662
"
GO:0004016,"vpl_contig_17355
"
GO:0004017,"vpl_contig_25761
"
GO:0004021,"vpl_contig_5267
"
GO:0004032,"vpl_contig_38129
"
GO:0004032,"vpl_contig_38130
"
GO:0004033,"vpl_contig_38129
"
GO:0004084,"vpl_contig_25157
"
GO:0004084,"vpl_contig_49042
"
GO:0004088,"vpl_contig_77727
"
GO:0004097,"vpl_contig_17476
"
GO:0004097,"vpl_contig_31686
"
GO:0004097,"vpl_contig_64148
"
GO:0004097,"vpl_contig_778
"
GO:0004105,"vpl_contig_12938
"
GO:0004106,"vpl_contig_15052
"
GO:0004127,"vpl_contig_40198
"
GO:0004143,"vpl_contig_43951
"
GO:0004144,"vpl_contig_11548
"
GO:0004146,"vpl_contig_22313
"
GO:0004146,"vpl_contig_40439
"
GO:0004146,"vpl_contig_49161
"
GO:0004146,"vpl_contig_62929
"
GO:0004161,"vpl_contig_39241
"
GO:0004174,"vpl_contig_94972
"
GO:0004175,"vpl_contig_54887
"
GO:0004175,"vpl_contig_55896
"
GO:0004176,"vpl_contig_16523
"
GO:0004190,"vpl_contig_116106
"
GO:0004190,"vpl_contig_12785
"
GO:0004190,"vpl_contig_39974
"
GO:0004190,"vpl_contig_40521
"
GO:0004190,"vpl_contig_49179
"
GO:0004190,"vpl_contig_51955
"
GO:0004190,"vpl_contig_52908
"
GO:0004190,"vpl_contig_57941
"
GO:0004190,"vpl_contig_59947
"
GO:0004190,"vpl_contig_60500
"
GO:0004190,"vpl_contig_74065
"
GO:0004190,"vpl_contig_75756
"
GO:0004190,"vpl_contig_76270
"
GO:0004190,"vpl_contig_78255
"
GO:0004222,"vpl_contig_13179
"
GO:0004222,"vpl_contig_2906
"
GO:0004222,"vpl_contig_3903
"
GO:0004252,"vpl_contig_28072
"
GO:0004252,"vpl_contig_30142
"
GO:0004252,"vpl_contig_47899
"
GO:0004298,"vpl_contig_29975
"
GO:0004298,"vpl_contig_44005
"
